0.00	1008.0
0.30	171.2
0.60	189.6
0.90	0.0
1.20	349.6
1.50	69.2
1.80	112.0
2.10	138.4
2.40	126.4
2.70	68.0
3.00	120.0
3.30	81.6
3.60	138.4
3.90	41.52
4.20	41.52
4.50	41.52
4.80	41.36
5.10	28.32
5.40	0.0
5.70	0.0
6.00	0.0
6.30	0.0
6.60	0.0
6.90	0.0
7.20	0.0
7.50	0.0
7.80	5.76
8.10	55.2
8.40	51.84
8.70	79.36
9.00	74.4
9.30	0.0
9.60	0.0
9.90	0.0
10.20	0.0
10.50	0.0
10.80	0.0
11.10	0.0
11.40	0.0
11.70	0.0
12.00	0.0
12.30	0.0
12.60	39.28
12.90	515.2
13.20	21.2
13.50	21.6
13.80	22.4
14.10	24.32
14.40	31.28
14.70	59.76
15.00	35.52
15.30	7.44
15.60	0.0
15.90	0.0
16.20	0.0
16.50	0.0
16.80	0.0
17.10	0.0
17.40	0.0
17.70	0.0
18.00	0.0
18.30	0.0
18.60	0.0
18.90	16.72
19.20	676.8
19.50	27.36
19.80	20.72
20.10	20.72
20.40	25.52
20.70	228.0
21.00	216.0
21.30	212.0
21.60	91.2
21.90	41.2
22.20	44.48
22.50	188.8
22.80	103.2
23.10	167.2
23.40	50.48
23.70	84.0
24.00	135.2
24.30	148.8
24.60	103.2
24.90	41.28
25.20	140.0
25.50	131.2
25.80	163.2
26.10	41.2
26.40	126.4
26.70	105.6
27.00	161.6
27.30	79.92
27.60	41.52
27.90	152.0
28.20	132.0
28.50	148.8
28.80	41.52
29.10	124.0
29.40	104.8
29.70	163.2
