------------------------------------------------------------
Client connecting to 10.2.0.1, TCP port 5001 with pid 46642
TCP window size:  100 MByte (default)
------------------------------------------------------------
[  3] local 7.0.0.2 port 42373 connected with 10.2.0.1 port 5001
[ ID] Interval        Transfer    Bandwidth       Write/Err  Rtry    Cwnd/RTT
[  3] 18.60-18.90 sec  6.25 MBytes   175 Mbits/sec  52/0          0       14K/20000 us
[  3] 18.90-19.20 sec  13.5 MBytes   377 Mbits/sec  109/0          0       14K/20000 us
[  3] 19.20-19.50 sec  17.3 MBytes   485 Mbits/sec  141/0          0       14K/20000 us
[  3] 19.50-19.80 sec  75.9 MBytes  2124 Mbits/sec  611/0          0       14K/20000 us
[  3] 19.80-20.10 sec  35.7 MBytes   999 Mbits/sec  290/0          0       14K/20000 us
[  3] 20.10-20.40 sec  28.6 MBytes   798 Mbits/sec  232/0          0       14K/20000 us
[  3] 20.40-20.70 sec  29.7 MBytes   829 Mbits/sec  241/0          0       14K/20000 us
[  3] 20.70-21.00 sec  30.0 MBytes   839 Mbits/sec  243/0          0       14K/20000 us
[  3] 21.00-21.30 sec  30.9 MBytes   863 Mbits/sec  250/0          0       14K/20000 us
[  3] 21.30-21.60 sec  14.9 MBytes   416 Mbits/sec  122/0          0       14K/20000 us
[  3] 21.60-21.90 sec  17.0 MBytes   476 Mbits/sec  139/0          0       14K/20000 us
[  3] 21.90-22.20 sec  17.9 MBytes   501 Mbits/sec  146/0          0       14K/20000 us
[  3] 22.20-22.50 sec  17.8 MBytes   497 Mbits/sec  146/0          0       14K/20000 us
[  3] 22.50-22.80 sec  78.0 MBytes  2182 Mbits/sec  629/0          0       14K/20000 us
[  3] 22.80-23.10 sec  34.1 MBytes   955 Mbits/sec  277/0          0       14K/20000 us
[  3] 23.10-23.40 sec  28.2 MBytes   789 Mbits/sec  230/0          0       14K/20000 us
[  3] 23.40-23.70 sec  28.6 MBytes   800 Mbits/sec  232/0          0       14K/20000 us
[  3] 23.70-24.00 sec  27.9 MBytes   780 Mbits/sec  227/0          0       14K/20000 us
[  3] 24.00-24.30 sec  15.9 MBytes   444 Mbits/sec  131/0          0       14K/20000 us
[  3] 24.30-24.60 sec  13.1 MBytes   365 Mbits/sec  108/1          0       14K/20000 us
[  3] 24.60-24.90 sec  14.0 MBytes   390 Mbits/sec  116/0          0       14K/20000 us
[  3] 24.90-25.20 sec  14.6 MBytes   407 Mbits/sec  122/0          0       14K/20000 us
[  3] 25.20-25.50 sec  72.2 MBytes  2018 Mbits/sec  580/0          0       14K/20000 us
[  3] 25.50-25.80 sec  30.8 MBytes   860 Mbits/sec  251/0          0       14K/20000 us
[  3] 25.80-26.10 sec  24.9 MBytes   696 Mbits/sec  205/0          0       14K/20000 us
[  3] 26.10-26.40 sec  27.9 MBytes   779 Mbits/sec  227/0          0       14K/20000 us
[  3] 26.40-26.70 sec  27.1 MBytes   758 Mbits/sec  222/0          0       14K/20000 us
[  3] 26.70-27.00 sec  14.6 MBytes   409 Mbits/sec  122/0          0       14K/20000 us
[  3] 27.00-27.30 sec  15.4 MBytes   430 Mbits/sec  128/1          0       14K/20000 us
[  3] 27.30-27.60 sec  14.4 MBytes   402 Mbits/sec  120/0          0       14K/20000 us
[  3] 27.60-27.90 sec  15.2 MBytes   426 Mbits/sec  127/0          0       14K/20000 us
[  3] 27.90-28.20 sec  77.9 MBytes  2178 Mbits/sec  628/1          0       14K/20000 us
[  3] 28.20-28.50 sec  38.7 MBytes  1082 Mbits/sec  314/0          0       14K/20000 us
[  3] 28.50-28.80 sec  25.1 MBytes   703 Mbits/sec  208/0          0       14K/20000 us
[  3] 28.80-29.10 sec  27.4 MBytes   766 Mbits/sec  225/0          0       14K/20000 us
[  3] 29.10-29.40 sec  27.2 MBytes   762 Mbits/sec  224/0          0       14K/20000 us
[  3] 29.40-29.70 sec  16.3 MBytes   455 Mbits/sec  136/0          0       14K/20000 us
[  3] 29.70-30.00 sec  19.0 MBytes   533 Mbits/sec  158/0          0       14K/20000 us
[  3] 0.00-30.00 sec  2594 MBytes   725 Mbits/sec  21038/7          0       14K/20000 us
