0.00	1008.0
0.30	144.8
0.60	180.0
0.90	0.0
1.20	77.68
1.50	0.64
1.80	1.44
2.10	0.0
2.40	776.8
2.70	0.0
3.00	3.36
3.30	8.72
3.60	0.32
3.90	0.0
4.20	0.0
4.50	0.0
4.80	0.0
5.10	0.0
5.40	0.0
5.70	0.0
6.00	0.24
6.30	44.88
6.60	523.2
6.90	246.4
7.20	71.12
7.50	43.76
7.80	0.0
8.10	0.0
8.40	0.0
8.70	0.0
9.00	0.0
9.30	0.0
9.60	0.0
9.90	78.96
10.20	184.8
10.50	553.6
10.80	229.6
11.10	240.8
11.40	156.8
11.70	249.6
12.00	259.2
12.30	249.6
12.60	202.4
12.90	168.8
13.20	57.28
13.50	388.8
13.80	280.8
14.10	277.6
14.40	286.4
14.70	242.4
15.00	264.8
15.30	213.6
15.60	288.0
15.90	272.8
16.20	256.0
16.50	219.2
16.80	191.2
17.10	261.6
17.40	199.2
17.70	115.2
18.00	0.0
18.30	0.72
18.60	0.0
18.90	0.0
19.20	0.0
19.50	0.0
19.80	553.6
20.10	89.6
20.40	164.8
20.70	164.8
21.00	164.0
21.30	167.2
21.60	168.8
21.90	162.4
22.20	172.0
22.50	180.0
22.80	155.2
23.10	186.4
23.40	182.4
23.70	164.0
24.00	199.2
24.30	200.0
24.60	207.2
24.90	180.8
25.20	187.2
25.50	167.2
25.80	169.6
26.10	142.4
26.40	159.2
26.70	151.2
27.00	76.24
27.30	254.4
27.60	152.0
27.90	173.6
28.20	177.6
28.50	173.6
28.80	137.6
29.10	112.8
29.40	244.0
29.70	164.8
