0.00	1000.0
0.30	19.28
0.60	18.56
0.90	16.8
1.20	14.96
1.50	13.44
1.80	12.24
2.10	11.12
2.40	10.72
2.70	10.24
3.00	9.68
3.30	9.04
3.60	8.64
3.90	8.32
4.20	8.88
4.50	9.12
4.80	8.72
5.10	7.84
5.40	8.4
5.70	8.32
6.00	8.72
6.30	9.04
6.60	8.4
6.90	8.72
7.20	9.6
7.50	9.52
7.80	8.08
8.10	9.44
8.40	9.2
8.70	8.48
9.00	8.4
9.30	8.0
9.60	8.48
9.90	7.6
10.20	8.32
10.50	8.64
10.80	8.88
11.10	8.72
11.40	6.0
11.70	8.16
12.00	7.44
12.30	8.48
12.60	8.4
12.90	8.32
13.20	8.24
13.50	8.56
13.80	8.64
14.10	8.64
14.40	8.32
14.70	8.16
15.00	8.32
15.30	7.84
15.60	8.0
15.90	8.72
16.20	8.64
16.50	8.96
16.80	8.72
17.10	8.8
17.40	8.72
17.70	8.32
18.00	8.24
18.30	8.4
18.60	8.32
18.90	8.32
19.20	7.12
19.50	8.32
19.80	8.16
20.10	8.64
20.40	8.08
20.70	7.92
21.00	7.84
21.30	7.84
21.60	7.92
21.90	8.08
22.20	7.84
22.50	8.0
22.80	4.8
23.10	7.84
23.40	8.16
23.70	8.4
24.00	8.4
24.30	7.92
24.60	8.24
24.90	8.08
25.20	7.84
25.50	7.76
25.80	7.84
26.10	8.16
26.40	8.08
26.70	8.08
27.00	8.08
27.30	8.08
27.60	8.16
27.90	8.08
28.20	8.08
28.50	7.92
28.80	8.16
29.10	8.08
29.40	7.84
29.70	7.92
