0.00	328.0
0.30	13.12
0.60	26.24
0.90	29.12
1.20	29.12
1.50	35.36
1.80	31.68
2.10	36.56
2.40	36.72
2.70	32.32
3.00	35.68
3.30	33.2
3.60	31.92
3.90	23.44
4.20	37.2
4.50	31.28
4.80	37.76
5.10	32.64
5.40	37.2
5.70	36.48
6.00	36.48
6.30	33.04
6.60	35.36
6.90	34.64
7.20	34.16
7.50	31.6
7.80	36.4
8.10	37.2
8.40	36.24
8.70	36.56
9.00	32.64
9.30	35.12
9.60	31.2
9.90	36.4
10.20	34.96
10.50	29.76
10.80	37.04
11.10	30.72
11.40	29.84
11.70	37.12
12.00	36.48
12.30	37.2
12.60	31.44
12.90	38.72
13.20	39.52
13.50	35.92
13.80	31.36
14.10	36.96
14.40	37.2
14.70	39.12
15.00	36.8
15.30	25.68
15.60	36.96
15.90	38.24
16.20	6.88
16.50	41.04
16.80	30.24
17.10	45.68
17.40	35.36
17.70	33.92
18.00	37.44
18.30	37.2
18.60	33.2
18.90	33.2
19.20	32.88
19.50	38.56
19.80	35.44
20.10	31.68
20.40	37.04
20.70	36.72
21.00	37.12
21.30	39.12
21.60	37.12
21.90	37.2
22.20	39.28
22.50	41.04
22.80	31.76
23.10	39.28
23.40	40.08
23.70	39.28
24.00	38.64
24.30	38.08
24.60	36.72
24.90	37.84
25.20	42.8
25.50	41.6
25.80	34.4
26.10	38.48
26.40	33.12
26.70	11.04
27.00	36.72
27.30	45.12
27.60	46.96
27.90	49.92
28.20	35.36
28.50	43.76
28.80	47.92
29.10	54.08
29.40	41.92
29.70	47.68
30.00	47.84
30.30	42.32
30.60	38.88
30.90	43.52
31.20	49.84
31.50	45.2
31.80	46.24
32.10	46.72
32.40	47.92
32.70	38.64
33.00	57.92
33.30	54.48
33.60	46.96
33.90	47.28
34.20	37.68
34.50	152.8
34.80	183.2
35.10	63.28
35.40	23.68
35.70	22.24
36.00	32.56
36.30	33.36
36.60	21.76
36.90	33.36
37.20	37.6
37.50	33.36
37.80	3.2
38.10	21.12
38.40	31.28
38.70	33.68
39.00	32.48
39.30	22.32
39.60	32.64
39.90	33.76
40.20	33.68
40.50	33.76
40.80	33.68
41.10	33.68
41.40	22.48
41.70	33.76
42.00	32.48
42.30	33.76
42.60	33.76
42.90	33.76
43.20	33.76
43.50	30.96
43.80	27.92
44.10	22.56
44.40	33.76
44.70	32.48
45.00	21.04
45.30	37.36
45.60	16.48
45.90	33.76
46.20	32.48
46.50	32.48
46.80	33.76
47.10	21.6
47.40	37.12
47.70	33.76
48.00	32.48
48.30	26.24
48.60	33.84
48.90	37.68
49.20	33.76
49.50	23.04
49.80	32.56
50.10	33.36
50.40	11.12
50.70	32.48
51.00	33.68
51.30	22.48
51.60	32.24
51.90	22.08
52.20	20.8
52.50	13.44
52.80	33.84
53.10	33.76
53.40	33.76
53.70	33.76
54.00	32.48
54.30	33.68
54.60	21.36
54.90	32.48
55.20	21.36
55.50	32.48
55.80	33.44
56.10	11.28
56.40	33.76
56.70	33.68
57.00	16.32
57.30	21.36
57.60	26.32
57.90	33.76
58.20	28.8
58.50	22.08
58.80	28.72
59.10	34.24
59.40	33.76
59.70	32.56
60.00	33.76
60.30	26.4
60.60	33.76
60.90	22.56
61.20	22.56
61.50	37.68
61.80	36.4
62.10	33.68
62.40	33.76
62.70	33.6
63.00	21.12
63.30	22.32
63.60	25.28
63.90	33.76
64.20	29.6
64.50	25.44
64.80	22.32
65.10	28.4
65.40	26.64
65.70	32.56
66.00	22.48
66.30	26.56
66.60	15.92
