0.00	1008.0
0.30	171.2
0.60	189.6
0.90	0.0
1.20	349.6
1.50	69.2
1.80	112.0
2.10	79.28
2.40	68.32
2.70	66.88
3.00	53.76
3.30	32.0
3.60	33.92
3.90	46.48
4.20	74.72
4.50	43.44
4.80	32.56
5.10	55.84
5.40	468.0
5.70	66.24
6.00	79.04
6.30	66.48
6.60	54.4
6.90	69.84
7.20	77.44
7.50	64.56
7.80	59.44
8.10	42.96
8.40	27.6
8.70	34.64
9.00	28.8
9.30	24.0
9.60	28.64
9.90	26.16
10.20	28.16
10.50	27.84
10.80	32.4
11.10	29.68
11.40	11.04
11.70	0.4
12.00	38.32
12.30	120.8
12.60	47.28
12.90	473.6
13.20	77.68
13.50	116.0
13.80	126.4
14.10	92.0
14.40	154.4
14.70	120.0
15.00	134.4
15.30	105.6
15.60	119.2
15.90	108.8
16.20	188.8
16.50	141.6
16.80	128.8
17.10	130.4
17.40	180.0
17.70	183.2
18.00	82.4
18.30	165.6
18.60	181.6
18.90	171.2
19.20	164.8
19.50	178.4
19.80	194.4
20.10	187.2
20.40	182.4
20.70	188.0
21.00	187.2
21.30	192.8
21.60	189.6
21.90	162.4
22.20	185.6
22.50	208.0
22.80	195.2
23.10	238.4
23.40	252.8
23.70	269.6
24.00	229.6
24.30	180.8
24.60	208.8
24.90	201.6
25.20	212.0
25.50	207.2
25.80	164.0
26.10	180.8
26.40	180.8
26.70	172.0
27.00	152.0
27.30	172.8
27.60	175.2
27.90	166.4
28.20	183.2
28.50	178.4
28.80	191.2
29.10	213.6
29.40	152.8
29.70	176.0
