0.00	330.4
0.30	47.84
0.60	188.8
0.90	275.2
1.20	296.8
1.50	201.6
1.80	114.4
2.10	45.04
2.40	61.44
2.70	42.88
3.00	41.52
3.30	41.52
3.60	41.6
3.90	28.08
4.20	41.6
4.50	41.6
4.80	41.44
5.10	41.2
5.40	41.76
5.70	41.2
6.00	41.52
6.30	41.52
6.60	41.76
6.90	41.36
7.20	41.52
7.50	41.68
7.80	41.52
8.10	41.36
8.40	41.6
8.70	41.36
9.00	41.52
9.30	41.36
9.60	41.52
9.90	41.68
10.20	41.68
10.50	41.52
10.80	41.52
11.10	41.2
11.40	34.08
11.70	41.36
12.00	41.6
12.30	41.52
12.60	41.2
12.90	41.92
13.20	41.36
13.50	41.28
13.80	41.6
14.10	41.36
14.40	41.52
14.70	41.52
15.00	41.76
15.30	28.24
15.60	41.44
15.90	41.52
16.20	41.2
16.50	41.84
16.80	41.52
17.10	41.2
17.40	41.84
17.70	41.2
18.00	41.68
18.30	41.6
18.60	41.28
18.90	41.44
19.20	41.52
19.50	41.84
19.80	41.36
20.10	41.6
