0.00	330.4
0.30	57.12
0.60	69.76
0.90	72.88
1.20	71.36
1.50	72.88
1.80	66.56
2.10	73.84
2.40	74.32
2.70	74.32
3.00	74.24
3.30	60.96
3.60	68.08
3.90	73.68
4.20	74.16
4.50	70.8
4.80	69.12
5.10	50.16
5.40	71.52
5.70	74.32
6.00	74.24
6.30	74.32
6.60	67.84
6.90	92.0
7.20	72.32
7.50	76.0
7.80	76.8
8.10	81.6
8.40	80.8
8.70	69.44
9.00	77.12
9.30	77.84
9.60	72.0
9.90	64.88
10.20	99.2
10.50	74.48
10.80	70.88
11.10	74.32
11.40	60.96
11.70	78.64
12.00	76.72
12.30	74.32
12.60	52.56
12.90	74.8
13.20	51.2
13.50	0.0
13.80	0.0
14.10	0.0
14.40	0.0
14.70	0.0
15.00	0.0
15.30	784.0
15.60	0.0
15.90	22.88
16.20	67.84
16.50	65.68
16.80	73.2
17.10	74.32
17.40	57.28
17.70	73.92
18.00	70.88
18.30	74.32
18.60	70.8
18.90	69.92
19.20	70.72
19.50	74.32
19.80	74.32
20.10	74.32
20.40	74.24
20.70	74.32
21.00	74.24
21.30	64.56
21.60	0.0
21.90	0.0
22.20	52.48
22.50	221.6
22.80	61.12
23.10	74.32
23.40	74.32
23.70	57.12
24.00	55.04
24.30	74.4
24.60	68.8
24.90	65.28
25.20	68.0
25.50	67.28
25.80	74.32
26.10	61.04
26.40	73.52
26.70	58.4
27.00	70.88
27.30	70.8
27.60	70.96
27.90	62.88
28.20	72.64
28.50	70.96
28.80	57.28
29.10	74.32
29.40	74.32
29.70	74.4
30.00	74.32
30.30	74.4
30.60	74.32
30.90	74.32
31.20	71.84
31.50	72.88
