0.00	1000.0
0.30	24.4
0.60	22.8
0.90	20.72
1.20	19.04
1.50	18.24
1.80	17.68
2.10	17.84
2.40	16.32
2.70	15.28
3.00	14.64
3.30	11.44
3.60	12.16
3.90	12.72
4.20	12.88
4.50	14.24
4.80	14.4
5.10	12.0
5.40	10.4
5.70	9.68
6.00	9.28
6.30	8.88
6.60	5.92
6.90	7.76
7.20	7.6
7.50	7.44
7.80	6.8
8.10	6.48
8.40	7.2
8.70	7.76
9.00	8.16
9.30	9.92
9.60	9.76
9.90	10.0
10.20	10.4
10.50	8.72
10.80	8.0
11.10	8.08
11.40	5.92
11.70	8.56
12.00	8.72
12.30	8.32
12.60	8.48
12.90	8.32
13.20	9.28
13.50	8.72
13.80	7.84
14.10	8.08
14.40	8.0
14.70	8.56
15.00	8.8
15.30	8.0
15.60	7.92
15.90	9.12
16.20	7.92
16.50	8.48
16.80	8.48
17.10	8.72
17.40	8.0
17.70	7.68
18.00	5.92
18.30	9.52
18.60	8.24
18.90	8.4
19.20	8.96
19.50	7.36
19.80	8.56
20.10	7.52
20.40	8.56
20.70	9.04
21.00	8.64
21.30	8.32
21.60	7.04
21.90	7.68
22.20	8.16
22.50	7.68
22.80	5.6
23.10	8.0
23.40	7.6
23.70	7.76
24.00	8.08
24.30	7.84
24.60	8.16
24.90	7.36
25.20	7.36
25.50	7.36
25.80	6.88
26.10	8.16
26.40	8.24
26.70	9.52
27.00	10.88
27.30	10.16
27.60	10.16
27.90	8.8
28.20	9.36
28.50	7.76
28.80	7.12
29.10	7.52
29.40	5.36
29.70	8.32
