0.00	328.0
0.30	18.4
0.60	17.52
0.90	40.96
1.20	50.64
1.50	70.88
1.80	82.4
2.10	100.0
2.40	68.64
2.70	68.48
3.00	100.8
3.30	36.64
3.60	44.16
3.90	127.2
4.20	31.12
4.50	18.16
4.80	75.04
5.10	57.04
5.40	36.4
5.70	78.08
6.00	9.92
6.30	10.16
6.60	14.56
6.90	0.0
7.20	18.8
7.50	62.72
7.80	156.8
8.10	21.84
8.40	40.32
8.70	10.8
9.00	16.16
9.30	10.88
9.60	16.24
9.90	10.56
10.20	16.24
10.50	16.32
10.80	24.64
11.10	26.56
11.40	13.28
11.70	0.0
12.00	14.48
12.30	53.12
12.60	192.0
12.90	20.4
13.20	34.64
13.50	31.6
13.80	36.56
14.10	37.28
14.40	38.64
14.70	37.2
15.00	31.6
15.30	23.36
15.60	35.76
15.90	32.0
16.20	31.44
16.50	38.96
16.80	27.6
17.10	34.0
17.40	34.88
17.70	36.96
18.00	37.12
18.30	36.48
18.60	37.28
18.90	38.8
19.20	31.92
19.50	31.84
19.80	37.04
20.10	37.04
20.40	37.28
20.70	39.04
21.00	37.12
21.30	37.28
21.60	37.2
21.90	38.96
22.20	38.72
22.50	39.04
22.80	25.28
23.10	36.4
23.40	39.12
23.70	36.8
24.00	35.84
24.30	27.6
24.60	30.8
24.90	39.36
25.20	31.68
25.50	36.56
25.80	31.36
26.10	39.44
26.40	34.64
26.70	21.44
27.00	36.56
27.30	30.96
27.60	33.52
27.90	30.64
28.20	36.72
